,isindb-Title,isindb-ISIN,isindb-Country,isindb-Description,isindb-Type
0,MERMAID MARINE AUSTRALIA LTD,AU000000MRM7,AUSTRALIA,SHS MERMAID MARINE AUS ORD REG,EQUITY
0,,JP3883700001,JP,COM STK,
0,"MICRON TECHN. INC. DL-,10",US5951121038,United States,"Equity, ISIN US5951121038, WKN 869020, MTE",Equity
0,MICRONICS JAPAN,JP3750400008,Japan,"Equity, ISIN JP3750400008, WKN 906582, MJ3",Equity
0,,US5951351049,UNITED STATES OF AMERICA,SHS MICROPAC IND.INC.,EQUITY
0,,GB00B547ZY09,Great Britain - GB,ORD GBP0.0025,
0,"MICROSEMI CORP. DL-,20",US5951371005,United States,"Equity, ISIN US5951371005, WKN 869098, MS7",Equity
0,Microsoft Corp.,US5949181045,US,"Equity, ISIN US5949181045, WKN 870747, MSF",Equity
0,,US5949724083,,CL A NEW,
0,,US5949603048,,COM NEW,
0,MICROWAVE FILTER COMPANY INCORPORATED,US5951761080,UNITED STATES OF AMERICA,SHS MICROWAVE FILTER CORP.,EQUITY
0,MICROWAVE VISION (FORMELY KNOWN AS SATIMO),FR0004058949,FRANCE,SHS MICROWAVE VISION ORD BR,EQUITY
0,"MIDAS HOLDINGS LTD.SD-,04",SG1P73919000,Singapore,"Equity, ISIN SG1P73919000, WKN A0DNN8, MI2",Equity
0,"MIDDLEBY INC. DL-,01",US5962781010,United States,"Equity, ISIN US5962781010, WKN 923608, MBY",Equity
0,,IE00B00FV128,IE,FTSE 250 UCITS ETF INC,
0,,US5963042040,US,COM NEW,
0,,US5966801087,,COM,
0,"MEDNAX INC. DL-,01",US58502B1061,United States,"Equity, ISIN US58502B1061, WKN A0RELL, PDC",Equity
0,"MIDLAND HLDGS LTD. HD-,10",BMG4491W1001,Bermuda,"Equity, ISIN BMG4491W1001, WKN A0ERXH, MTK",Equity
0,,US5980391057,,COM,
0,,GB00B6VTTK07,Great Britain - GB,ORD GBP0.05,
0,,US5985111039,,COM,
0,,IL0010811656,ISRAEL,SHS MIGDAL INSURANCE FINANCIAL HOLDINGS LTD.,EQUITY
0,,TW0001715001,,Plastic,
0,"MIKRON HLDG NA SF 0,10",CH0003390066,Switzerland,"Equity, ISIN CH0003390066, WKN 879404, MH4N",Equity
0,MIKUNI,JP3882800000,,,
0,,US60040N1054,,COM,
0,MILLENNIUM BANKSHARES CORPORATION,US60037B2051,UNITED STATES OF AMERICA,SHS MILLENNIUM BANKSH. ORD REG,EQUITY
0,MILLENNIUM HEALTHCARE INC,US60040L1098,UNITED STATES OF AMERICA,SHS MILLENNIUM HEALTH ORD REG,EQUITY
0,"MILLICOM INTL CELL. DL1,5",LU0038705702,Luxembourg,"Equity, ISIN LU0038705702, WKN 889328, M4M1",Equity
0,MILLION DOLLAR SALOON,US6010651056,UNITED STATES OF AMERICA,SHS MILLION DOLLAR SALOON INC.,EQUITY
0,,JP3216600001,JAPAN,SHS KANESHITA CONST. CO LTD,EQUITY
0,,US6024961012,,COM,
0,MAS REAL ESTATE INC,VGG5884M1041,VIRGIN ISLANDS (BRITISH),SHS MAS REAL ESTATE ORD REG,EQUITY
0,,PLMSTPL00018,,,
0,MINATO ELECTRONICS INCORPORATED,JP3905800003,JAPAN,SHS MINATO ELECT.INC.,EQUITY
0,MINAURUM GOLD INC (CHAVA RESOURCES LTD),CA60252Q1019,CANADA,SHS MINAURUM GOLD INC ORD REG,EQUITY
0,"MGM RESORTS INTL DL -,01",US5529531015,United States,"Equity, ISIN US5529531015, WKN 880883, MGG",Equity
0,MINCO SILVER CORP.,CA60254C1005,Canada,"Equity, ISIN CA60254C1005, WKN A0ESX5, XYD",Equity
0,,IE00BD64C665,IRELAND,SHS MINCON GROUP ORD REG,EQUITY
0,,US5527271093,,SH BEN INT,
0,MINCOR RESOURCES NL,AU000000MCR8,Australia,"Equity, ISIN AU000000MCR8, WKN 256332, MV3",Equity
0,,PLMRCOR00016,,,
0,MINDAX LTD,AU000000MDX4,AUSTRALIA,SHS MINDAX LTD,EQUITY
0,MEDX HEALTH CORP.,CA5850901037,Canada,"Equity, ISIN CA5850901037, WKN A0YJHF, 9MH",Equity
0,"MEDIOBCA EO 0,50",IT0000062957,Italy,"Equity, ISIN IT0000062957, WKN 851715, ME9",Equity
0,CANACOL ENERGY LTD (FORMERLY KNOWN AS BRAZALTA RE,CA1348082035,CANADA,SHS CANACOL ENERGY LTD ORD REG,EQUITY
0,,CA1375131077,CANADA,SHS CANETIC RESOURCES TRUST UNTS(CA137513107),EQUITY
0,"CHINA EVERBRIGHT I.HD-,10",HK0257001336,Hong Kong,"Equity, ISIN HK0257001336, WKN 885610, CNE",Equity
0,"MARTIN MAR. MAT. DL-,01",US5732841060,United States,"Equity, ISIN US5732841060, WKN 889585, MMX",Equity
0,,INE018I01017,,Software,
0,MINEBEA CO. LTD,JP3906000009,Japan,"Equity, ISIN JP3906000009, WKN 851838, MEA",Equity
0,,KYG6181G1055,KY,GBP SHS,
0,MINERAL DEPOSITS,AU000000MDL9,Australia,"Equity, ISIN AU000000MDL9, WKN 906335, MDI",Equity
0,,BMG5996M1091,,SHS,MERCHANT H
0,,US7237631087,,COM SHS,
0,,CA60283T2074,CA,MINERAL HILL INDUSTRIES LTD COMMON NEW,
0,,US55273C1071,,SH BEN INT,
0,MINERAL RES LTD,AU000000MIN4,Australia,"Equity, ISIN AU000000MIN4, WKN A0J36A, F5J",Equity
0,,US60313P1003,US,COM,
0,"MINERALS TECHS DL-,10",US6031581068,United States,"Equity, ISIN US6031581068, WKN 885032, MNK",Equity
0,MTU Aero Engines Holding AG,DE000A0D9PT0,Germany,"Equity, ISIN DE000A0D9PT0, WKN A0D9PT, MTX",Equity
0,METALEX VENTURES LTD,CA5909152038,Canada,"Equity, ISIN CA5909152038, WKN A0RGL5, KWY1",Equity
0,,FR0007075494,,Lyxor ETF DJ Global Titans 50,
0,"MINES MANAGEMENT DL-,01",US6034321058,United States,"Equity, ISIN US6034321058, WKN 157794, MM2",Equity
0,,PLZTKMA00017,,,
0,MINGFA GRP INTL CO. REG S,KYG614131038,Cayman Islands,"Equity, ISIN KYG614131038, WKN A0YDA1, 8MG",Equity
0,,BMG6179J1036,,SHS,MINGYUAN M
0,MINISTOP,JP3905950006,,,
0,KAP INTERNATIONAL HOLDINGS LTD,ZAE000171963,SOUTH AFRICA,SHS KAP INTERNATIONAL ORD REG,EQUITY
0,N.A.,CNE000000Q78,China,"MINMETALS DEVELOPMENT CO.,LTD.",
0,,IE00B1W38B04,,ORD SHS EUR 0.025,
0,,PLMCIMG00012,,,
0,,US59564N1037,UNITED STATES OF AMERICA,SHS MIDCOAST ENERGY PARTNERS L P ORD REG,EQUITY
0,MIRABELA NICKEL LTD.,AU000000MBN9,Australia,"Equity, ISIN AU000000MBN9, WKN A0B57P, NL9",Equity
0,FUJIREBIO,JP3822000000,,,
0,MIRASOL RESOURCES LTD,CA6046801081,Canada,"Equity, ISIN CA6046801081, WKN A0F4Z5, M8R",Equity
0,MIRATI THERAPEUTICS INC,US60468T1051,UNITED STATES OF AMERICA,SHS MIRATI THERAPEUTIC ORD REG,EQUITY
0,MACA LIMITED,AU000000MLD9,AUSTRALIA,SHS MACA LTD ORD REG,EQUITY
0,MIRRABOOKA INVEST,AU000000MIR5,,,
0,MEDMIRA INC.,CA58501R1029,Canada,"Equity, ISIN CA58501R1029, WKN 932414, 47M",Equity
0,,PLKLSTN00017,,,
0,MIRVAC GROUP UTS,AU000000MGR9,Australia,"Equity, ISIN AU000000MGR9, WKN 924371, MJB",Equity
0,"CN ZHENGT.AT.SV.HD.HD-,10",KYG215A81084,Cayman Islands,"Equity, ISIN KYG215A81084, WKN A1CTTQ, ZA0",Equity
0,SVENSKA CAPITAL OIL SK-10,SE0001486952,Sweden,"Equity, ISIN SE0001486952, WKN A0MSYK, SI8",Equity
0,"MISONIX INC. DL-,01",US6048711039,United States,"Equity, ISIN US6048711039, WKN 904364, MX9",Equity
0,"MORNINGSTAR INC. DL-,01",US6177001095,United States,"Equity, ISIN US6177001095, WKN A0EADM, MRS",Equity
0,MISTANGO RIVER RESOURCES INC (FORMERLY GLR RE,CA60645A1021,CANADA,SHS MISTANGO RIVER ORD REG,EQUITY
0,MAGNA INTL INC.,CA5592224011,Canada,"Equity, ISIN CA5592224011, WKN 868610, MGA",Equity
0,,US60649T1079,,COM,
0,MISUMI,JP3885400006,,,
0,,JP3886200009,JAPAN,SHS MITACHI CO LTD,EQUITY
0,MINCO SILVER CORP.,CA60254C1005,Canada,"Equity, ISIN CA60254C1005, WKN A0ESX5, XYD",Equity
0,"MITCHELLS+BUT. LS-,085416",GB00B1FP6H53,United Kingdom,"Equity, ISIN GB00B1FP6H53, WKN A0LB7F, MABB",Equity
0,,US6067102003,,COM NEW,
0,MITEL NETWORKS CORP.,CA60671Q1046,Canada,"Equity, ISIN CA60671Q1046, WKN A0PEF5, M08",Equity
0,,US59001A1025,,COM,
0,MITO SECURITIES,JP3905400002,,,
0,,GB0034365949,Great Britain - GB,ORD GBP0.01,
0,,JP3895200008,UNKNOWN,SHS MITSUBA CORP.,EQUITY
0,MITSUBISHI CHEM. HLDGS,JP3897700005,Japan,"Equity, ISIN JP3897700005, WKN A0F6CH, M3C",Equity
0,MITSUBISHI EL. CORP.,JP3902400005,Japan,"Equity, ISIN JP3902400005, WKN 856532, MIE1",Equity
0,MITSUBISHI GAS CHEMICAL,JP3896800004,Japan,"Equity, ISIN JP3896800004, WKN 862289, MUG",Equity
0,MITSUBISHI HEAVY,JP3900000005,Japan,"Equity, ISIN JP3900000005, WKN 853314, MIH",Equity
0,MITSUBISHI KAKOKI,JP3896000001,,,
0,NIPPON YUSOKI,JP3753800006,,,
0,MITSUBISHI LOGISTICS,JP3902000003,Japan,"Equity, ISIN JP3902000003, WKN 869425, MIB",Equity
0,MITSUBISHI MAT.,JP3903000002,Japan,"Equity, ISIN JP3903000002, WKN 857634, MUJ",Equity
0,MITSUBISHI MOTORS,JP3899800001,Japan,"Equity, ISIN JP3899800001, WKN 876551, MMO",Equity
0,MITSUBISHI PAPER M.,JP3901200000,Japan,"Equity, ISIN JP3901200000, WKN 859183, MPX",Equity
0,MITSUBISHI PENCIL,JP3895600009,,,
0,POLY CULTURE GROUP CORPORATION LIMITED,CNE100001S81,PRC,,ORD SH
0,RYOSHOKU,JP3976000004,,,
0,MITSUBISHI UFJ FINL GRP,JP3902900004,Japan,"Equity, ISIN JP3902900004, WKN 657892, MFZ",Equity
0,MITSUI CHEMICALS,JP3888300005,Japan,"Equity, ISIN JP3888300005, WKN 858586, MSI",Equity
0,,JP3894000003,JAPAN,SHS MITSUI MATSUSHIMA CO LTD,EQUITY
0,MITSUI MNG SMELTG,JP3888400003,Japan,"Equity, ISIN JP3888400003, WKN 860971, MMG",Equity
0,MITSUI SUGAR COMPANY,JP3890400009,JAPAN,SHS MITSUI SUGAR CO.LTD,EQUITY
0,MITSUI SOKO COMPANY LIMITED,JP3891200002,JAPAN,SHS MITSUI-SOKO (EX: MITSUI WAREHOUSE),EQUITY
0,MITSUMI EL.,JP3904400003,Japan,"Equity, ISIN JP3904400003, WKN 857542, MITA",Equity
0,,US09254J1025,,COM,
0,MIURA COMPANY LIMITED,JP3880800002,JAPAN,SHS MIURA CO.LTD,EQUITY
0,MIVTACH SHAMIR HLDG,IL0001270193,,,
0,,US60688N1028,SOUTH AFRICA,ADR MIX TELEMATICS LTD REG 1 ADR/ 25 SHS,EQUITY
0,,JP3908000007,JAPAN,SHS MIYAZAKI BANK LTD ORD REG,EQUITY
0,,IL0006954379,ISRAEL,SHS MIZRAHI TEFAHOT BANK LTD ORD REG,EQUITY
0,MIZUHO FINL GROUP,JP3885780001,Japan,"Equity, ISIN JP3885780001, WKN 200455, MZ8",Equity
0,K W NELSON INTERIOR ARCHITECT GP LTD,KYG5335N1079,Cayman Islands,,
0,IBJ LEASING COMPANY LIMITED,JP3286500008,JAPAN,SHS IBJ LEASING CO.LTD,EQUITY
0,MIZUNO CORP.,JP3905200006,Japan,"Equity, ISIN JP3905200006, WKN 857090, MIZ",Equity
0,,HK0000124617,HONG KONG,SHS TLT LOTTOTAINMENT GROUP LTD ORD REG,EQUITY
0,Société Générale S.A.,FR0000130809,France,"Equity, ISIN FR0000130809, WKN 873403, SGE",Equity
0,MKS INSTRUMENTS INC.,US55306N1046,United States,"Equity, ISIN US55306N1046, WKN 920343, MKT",Equity
0,,US73941X5288,US,SER EQ-1 CALL TR CTF CL A,
0,MMC NORILSK NICKEL,RU0007288411,,,
0,"MINMETALS RES CONS.HD-,05",HK1208013172,Hong Kong,"Equity, ISIN HK1208013172, WKN A0BLUG, OMS1",Equity
0,MICRO IMAGING TECHNOLOGY INC (FORMERLY KNOWN AS,US59484E2090,UNITED STATES OF AMERICA,SHS MICRO IMAGING TECH ORD REG,EQUITY
0,,GB00B0N59376,Greece,ORD GBP0.1,Par Value
0,,BMG6179G1096,,SHS,MOBICON GR
0,MANITOBA TELECOM SERVICES INC,CA5634861093,CANADA,SHS MANITOBA TELECOM,EQUITY
0,MOBILE INNOVATIONS,AU000000MOB7,,,
0,MOBIMO HOLDING NA SF 29,CH0011108872,Switzerland,"Equity, ISIN CH0011108872, WKN 930290, M1H",Equity
0,,JE00B1Z48326,Jersey - JE,ORD GBP0.025,
0,MOBOTIX AG,DE0005218309,Germany,"Equity, ISIN DE0005218309, WKN 521830, MBQ",Equity
0,MOCHIDA PHARM.,JP3922800002,Japan,"Equity, ISIN JP3922800002, WKN 859288, MFY",Equity
0,MODEC,JP3888250002,,,
0,,US6075251024,US,COM,
0,,KYG618251089,,SHS,
0,"MODINE MFG DL -,625",US6078281002,United States,"Equity, ISIN US6078281002, WKN 869795, MMF",Equity
0,MEDICAL CORP AUST,AU000000MOD3,,,
0,BLUEPHOENIX SOLUTIONS,IL0010824378,Icelandrael,"Equity, ISIN IL0010824378, WKN 905421, CYV",Equity
0,LVMH S.A.,FR0000121014,France,"Equity, ISIN FR0000121014, WKN 853292, MOH",Equity
0,"MOHAWK INDS INC. DL-,01",US6081901042,United States,"Equity, ISIN US6081901042, WKN 885067, MWK",Equity
0,"MOHAWK INDS INC. DL-,01",US6081901042,United States,"Equity, ISIN US6081901042, WKN 885067, MWK",Equity
0,,INE313D01013,,,
0,MADAGASCAR OIL LTD,BMG5738R1016,Bermuda,"Equity, ISIN BMG5738R1016, WKN A1CXKP, MO2",Equity
0,GRUPPO MUTUIONLINE EO 1,IT0004195308,Italy,"Equity, ISIN IT0004195308, WKN A0MUDJ, MNL",Equity
0,MOLY MINES LTD,AU000000MOL6,Australia,"Equity, ISIN AU000000MOL6, WKN A0EAPA, HJ1",Equity
0,"MOLSON COORS B DL 0,01",US60871R2094,United States,"Equity, ISIN US60871R2094, WKN A0DPTB, NY7",Equity
0,"MOMENTA PHARMAC. DL-,0001",US60877T1007,United States,"Equity, ISIN US60877T1007, WKN A0B5Q8, LZ1",Equity
0,INFINITY FINANCIAL GP (HOLDINGS) LTD,BMG4804U1062,Bermuda,,ORD SH
0,MONADELPHOUS GROUP LTD,AU000000MND5,AUSTRALIA,SHS MONADELPHOUS GROUP,EQUITY
0,,PLMNRLM00010,PL,MND,
0,,US6091761022,UNITED STATES OF AMERICA,SHS MONARCH SERV. INC.,EQUITY
0,,US6092071058,,CL A,
0,"MONDI PLC EO -,20",GB00B1CRLC47,United Kingdom,"Equity, ISIN GB00B1CRLC47, WKN A0MQ8X, KYC",Equity
0,MONEX GROUP INC.,JP3869970008,Japan,"Equity, ISIN JP3869970008, WKN A0B7CU, NNL",Equity
0,,JP3869930002,JAPAN,SHS MONEY PARTNERS CO LTD/JP ORD REG,EQUITY
0,,US60935Y2081,,COM NEW,
0,MDB AG,DE0006583107,Germany,"Equity, ISIN DE0006583107, WKN 658310, MDB",Equity
0,MONGOLIA GROWTH GROUP LTD,CA60936L1067,CANADA,SHS MONGOLIA GROWTH GR ORD REG,EQUITY
0,BK MONTREAL CD 2,CA0636711016,Canada,"Equity, ISIN CA0636711016, WKN 850386, BZZ",Equity
0,Moninger Holding AG,DE0005247308,Germany,"Equity, ISIN DE0005247308, WKN 524730, BMO",Equity
0,,GB00B1YMRB82,Great Britain - GB,ORD GBP0.01,
0,,GB0030517261,Great Britain - GB,ORD GBP0.05,
0,"MONOLITHIC POWER DL-,001",US6098391054,United States,"Equity, ISIN US6098391054, WKN A0DLC4, NQG",Equity
0,,US6102361010,,COM,
0,MONRIF S.P.A.,IT0000066016,ITALY,SHS MONRIF SPA,EQUITY
0,,PLMNRTR00012,,,
0,Monster Worldwide Inc.,US6117421072,United States,"Equity, ISIN US6117421072, WKN 484840, TMW",Equity
0,MONUMENT MINING LTD,CA61531Y1051,Canada,"Equity, ISIN CA61531Y1051, WKN A0MSJR, D7Q1",Equity
0,,US5779331041,,COM,
0,,JP3124750005,JAPAN,SHS ALIVE COMMUNITY CO LTD,EQUITY
0,,CNE0000000S4,CN,REGISTERED\SHARES A\CNY1.00,
0,,JP3868850003,JAPAN,SHS MATSUMURA OIL RESEARCH CORP.,EQUITY
0,,GB0006027295,,Machinery,
0,,GB0008085614,,Construction & Engineering,
0,Morgan Stanley,US6174464486,United States,"Equity, ISIN US6174464486, WKN 885836, DWD",Equity
0,"ANGLO PACIFIC GRP LS-,02",GB0006449366,United Kingdom,"Equity, ISIN GB0006449366, WKN 871733, HGR",Equity
0,,US61744U1060,,COM,
0,,US61745C1053,,COM,
0,,JP3046170001,Japan,Real Estate Investment Trusts (Reits),
0,,JP3926400007,UNKNOWN,SHS MORINAGA + CO.LTD,EQUITY
0,MORINAGA MILK IND.,JP3926800008,Japan,"Equity, ISIN JP3926800008, WKN 857223, MO8",Equity
0,,JP3925600003,UNKNOWN,SHS MORITA CORP.,EQUITY
0,,CNE100000X69,CN,REGISTERED\SHARES H\CNY1.00,
0,MOODY'S CORP DL 1,US6153691059,United States,"Equity, ISIN US6153691059, WKN 915246, DUT",Equity
0,MORNING STAR GOLD N.L.,AU000000MCO5,Australia,"Equity, ISIN AU000000MCO5, WKN 911713, M4C",Equity
0,MORNINGSTAR JAPAN,JP3922100007,Japan,"Equity, ISIN JP3922100007, WKN 615335, MJP",Equity
0,MOROZOFF (OSAKA),JP3927600001,,,
0,MCLAREN RESOURCES INC.,CA5817631099,Canada,"Equity, ISIN CA5817631099, WKN A0M1KN, 3ML",Equity
0,,US20050L1008,,COM,
0,,SG9999005326,SG,ORD NPV,
0,MOS FOOD SERVICES,JP3922400001,,,
0,,US61945C1036,US,COM,
0,,AU0000XINET1,AUSTRALIA,OTH MOSMAN OIL AND GAS LTD REG (1DR/1SHS),EQUITY
0,,GB0006056104,Great Britain - GB,ORD GBP0.05,
0,,JP3473700007,JP,COM STK,
0,MOTA-ENGIL INH. EO 1,PTMEN0AE0005,Portugal,"Equity, ISIN PTMEN0AE0005, WKN 896770, M09",Equity
0,"ENVIRONMENTAL GROUP LIMITED, THE",AU000000EGL9,AUSTRALIA,SHS THE ENVIRONMENTAL GROUP LTD,EQUITY
0,,GB0009067447,Great Britain - GB,ORD GBP0.50,
0,METALCORP LTD,CA5911451071,Canada,"Equity, ISIN CA5911451071, WKN A0JLW7, OWC",Equity
0,"MOLINA HEALTHCARE DL-,001",US60855R1005,United States,"Equity, ISIN US60855R1005, WKN 157781, MHG",Equity
0,"MOTOR OIL (HELL.) EO 1,20",GRS426003000,Greece,"Equity, ISIN GRS426003000, WKN 794038, HEM",Equity
0,,US6200711009,,COM,
0,"MITIE GRP PLC LS-,025",GB0004657408,United Kingdom,"Equity, ISIN GB0004657408, WKN 864585, MZ4",Equity
0,METTLER-TOLEDO INTL,US5926881054,United States,"Equity, ISIN US5926881054, WKN 910553, MTO",Equity
0,MOTO GOLDMINES,AU000000MTO9,,,
0,MULTISTACK INTERNATIONAL,AU000000MSI3,AUSTRALIA,SHS MULTISTACK INTERNATIONAL LTD.,EQUITY
0,,GB0005957005,Great Britain - GB,ORD GBP0.10,
0,,US6200763075,,,
0,MOUNT GIB.I.,AU000000MGX7,Australia,"Equity, ISIN AU000000MGX7, WKN 896269, FWQ",Equity
0,MAGIX AG,DE0007220782,Germany,"Equity, ISIN DE0007220782, WKN 722078, MGX",Equity
0,,US58605Q1094,UNITED STATES OF AMERICA,SHS MEMORIAL RESOURCE DEVELOPMENT CORP. ORD R,EQUITY
0,,US2890741067,,COM,
0,,US6240041078,US,COM ACCREDITED INVS,
0,,US6240111020,US,COM,
0,MOUNT.PROV.D.,CA62426E4022,Canada,"Equity, ISIN CA62426E4022, WKN 910555, MPG",Equity
0,,CA6245401006,CA,MOUNTAINSTAR GOLD INC COMMON,
0,,CA62454R1010,CA,MOUNTAINVIEW ENERGY LTD COMMON,
0,,GB0006081037,Great Britain - GB,ORD GBP0.05,
0,,US6245801062,,COM,
0,MOWBRAY COLLECTABLE,NZMOWE0001S5,,,
0,,GB0005991111,Great Britain - GB,ORD GBP0.25,
0,,US5908763064,,COM,
0,MACPHERSONS RESOURCES LTD (FORMERLY KNOWN AS MACPH,AU000000MRP0,AUSTRALIA,SHS MACPHERSONS RESOUR ORD REG,EQUITY
0,,AU000000MRC8,AU,ORDINARY FULLY PAID,
0,MORGUARD CORPORATION,CA6175771014,CANADA,SHS MORGUARD CORP. ORD REG,EQUITY
0,,US55345K1034,,COM,
0,,CA6229002077,CA,MOUNT REAL CORPORATION COMMON NEW,
0,MRIYA AGRO GDR REGS 1/5,US62476F2002,United States,"Equity, ISIN US62476F2002, WKN A0Q4SN, MAYA",Equity
0,,INE398B01018,,,
0,MRV COMMUNICATIONS,US5534774071,UNITED STATES OF AMERICA,SHS MRV COMMUNICATIONS ORD REG,EQUITY
0,,COC07PA00027,CO,AO MINEROS S.A. DESMATERIALIZADAS,
0,MSC INDUSTRIAL DIRECT A,US5535301064,United States,"Equity, ISIN US5535301064, WKN 898493, 98M",Equity
0,MASSMART HOLDINGS LIMITED,ZAE000152617,SOUTH AFRICA,SHS MASSMART HLDGS LTD ORD REG,EQUITY
0,"MSCI INC. A DL-,01",US55354G1004,United States,"Equity, ISIN US55354G1004, WKN A0M63R, 3HM",Equity
0,MTI LTD.,JP3167480007,Japan,"Equity, ISIN JP3167480007, WKN 928047, MBO",Equity
0,MTU Aero Engines Holding AG,DE000A0D9PT0,Germany,"Equity, ISIN DE000A0D9PT0, WKN A0D9PT, MTX",Equity
0,MTY FOOD GROUP INC.,CA55378N1078,Canada,"Equity, ISIN CA55378N1078, WKN 120504, 9MF",Equity
0,Mühlbauer Holding AG & Co. KGaA,DE0006627201,Germany,"Equity, ISIN DE0006627201, WKN 662720, MUB",Equity
0,,US4642884146,,S&P NATL MUN BD FD,
0,MONGOLIAN RESOURCE CORPORATION LTD,AU000000MUB4,AUSTRALIA,SHS MONGOLIAN RESOURCE ORD REG,EQUITY
0,"MUELLER INDS INC. DL-,01",US6247561029,United States,"Equity, ISIN US6247561029, WKN 887240, MUD",Equity
0,"MUELLER WAT.PROD.A DL-,01",US6247581084,United States,"Equity, ISIN US6247581084, WKN A0J2LX, JT5",Equity
0,,INE022B01014,,,
0,,INE374B01019,,,
0,,GB0006094303,Great Britain - GB,ORD GBP0.05,
0,MULLEN GROUP LTD,CA6252841045,Canada,"Equity, ISIN CA6252841045, WKN A0X8HE, 9MU",Equity
0,ATWOOD OCEANICS DL 1,US0500951084,United States,"Equity, ISIN US0500951084, WKN 860681, AWZ",Equity
0,MOUNTAIN CHINA RES.(HLDG),CA6238912076,Canada,"Equity, ISIN CA6238912076, WKN A1C70L, SZ4A",Equity
0,,US09254C1071,,COM,
0,MagForce Nanotechnologies AG,DE000A0HGQF5,Germany,"Equity, ISIN DE000A0HGQF5, WKN A0HGQF, MF6",Equity
0,MUNDORO CAPITAL INC.,CA6261351077,Canada,"Equity, ISIN CA6261351077, WKN A0MXMV, NGU",Equity
0,MURAKANA CORPORATION,JP3914200005,JAPAN,SHS MURAKANA CORP ORD REG,EQUITY
0,MURATA MFG,JP3914400001,Japan,"Equity, ISIN JP3914400001, WKN 853657, MUR1",Equity
0,MURCHINSON HOLD,AU000000MCH9,,,
0,MURPHY OIL CORP. DL 1,US6267171022,United States,"Equity, ISIN US6267171022, WKN 856127, MUQ",Equity
0,,US6267551025,US,COM,
0,,AU000000MCA4,AUSTRALIA,SHS MEDICA HOLDINGS LTD,EQUITY
0,,US09254N1037,,COM,
0,,GB0006111123,Great Britain - GB,ORD GBP0.25,
0,Mineralbr. Überkingen-Tein. AG St,DE0006614001,Germany,"Equity, ISIN DE0006614001, WKN 661400, MUT",Equity
0,,GB0006111909,Great Britain - GB,ORD GBP0.25,
0,,US09254E1038,,COM,
0,,INE692B01014,,,
0,"MUSASHI SEIMITSU INDUSTRY CO., LTD.",JP3912700006,JAPAN,SHS MUSASHI SEIMITSU INDUSTRY CO. LTD,EQUITY
0,,JP3912800004,JAPAN,SHS THE MUSASHINO BANK LTD ORD REG,EQUITY
0,MUSCLEPHARM CORPORATION (FORMERLY KNOWN AS TONE IN,US6273352012,UNITED STATES OF AMERICA,SHS MUSCLEPHARM CORP ORD REG,EQUITY
0,,US9219108407,US,VANGUARD MEGA CAP VALUE ETF,
0,MUSGRAVE MINERALS,AU000000MGV1,AUSTRALIA,SHS MUSGRAVE MINERALS ORD REG,EQUITY
0,MUSTANG ALLIANCES INC,US6281871060,UNITED STATES OF AMERICA,SHS MUSTANG ALL INC ORD REG,EQUITY
0,,US5684271084,,COM,
0,,US58039P1075,,COM,
0,,JP3909550000,JP,COM STK,
0,,US62845B1044,US,COM,
0,,US5538591091,,TR UNITS,
0,,US5538291023,,COM,
0,Marvell Technology Group Ltd.,BMG5876H1051,Bermuda,"Equity, ISIN BMG5876H1051, WKN 930131, MVL",Equity
0,mwb fairtrade Wertpapierhandelsbank AG,DE0006656101,Germany,"Equity, ISIN DE0006656101, WKN 665610, MWB",Equity
0,"MY HEALTHY ACCESS, INC",US62844T1060,UNITED STATES OF AMERICA,"SHS MY HEALTHY ACCESS, ORD REG",EQUITY
0,,VGG636111004,VG,ORD NPV,
0,,PLBIG0000016,,,
0,MYER HOLDINGS LTD,AU000000MYR2,Australia,"Equity, ISIN AU000000MYR2, WKN A0YCZZ, 30M",Equity
0,,US6284641098,,COM,
0,MASTERMYNE GROUP LTD,AU000000MYE0,Australia,"Equity, ISIN AU000000MYE0, WKN A1CXTE, 024",Equity
0,CELEBRITIES,CNE0000001B8,China,CELEBRITIES REAL ESTATE DEVELOPMENT GROUP CO LTD,
0,MYOB,AU000000MYO9,,,
0,,US55405W1045,,COM,
0,"MYREXIS INC. DL -,01",US62856H1077,United States,"Equity, ISIN US62856H1077, WKN A0RPMM, R9M",Equity
0,"MY SCREEN MOBILE DL -,001",US6284491007,United States,"Equity, ISIN US6284491007, WKN A0MSQ8, W1C1",Equity
0,,JE00BMH4MR96,JE,ORD NPV,
0,,GG00B64BJ143,"Guernsey, C.I. - GG",ORD NPV,
0,,US6287781024,,COM,
0,NUBIAN RESOURCES LTD ( FORMERLY KNOWN AS ICS COPPE,CA67021Q1063,CANADA,SHS NUBIAN RESOURCES ORD REG,EQUITY
0,NABTESCO CORP.,JP3651210001,Japan,"Equity, ISIN JP3651210001, WKN 251734, 3N8",Equity
0,,US6295791031,,CL A,
0,NACHI-FUJIKOSHI CORPORATION,JP3813200007,JAPAN,SHS NACHI-FUJIKOSHI CORP.,EQUITY
0,NAFCO CORPORATION,JP3651160008,JAPAN,SHS NAFCO CORP. ORD REG,EQUITY
0,NAGAILABEN CO.LTD,JP3647000003,JAPAN,SHS NAGAILEBEN CO.LTD,EQUITY
0,NAGAMBIE MINING LIMITED,AU000000NAG3,AUSTRALIA,SHS NAGAMBIE MINING LIMITED ORD REG,EQUITY
